,order_number,order_date,customer_names,channel,product_name,order_quantity,unit_price,revenue,total unit cost,state,county,state_name,region,lat,long,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
2050,SO - 0009960,16-02-2014,Rooxo Company,Export,Product 25,8,3986.5,31892,2152.71,IL,DuPage County,Illinois,Midwest,41.86177,-87.9761,,17221.68,14670.32,46,February,2,2014-02
2051,SO - 0010436,16-02-2014,Realbridge Corp,Distributor,Product 17,8,3892.7,31141.6,2919.525,CA,Sonoma County,California,West,38.23242,-122.63665,,23356.2,7785.4,25,February,2,2014-02
2052,SO - 000259,17-02-2014,Jaxbean Group,Wholesale,Product 15,11,2231.1,24542.1,1784.88,FL,Broward County,Florida,South,26.10037,-80.39977,,19633.68,4908.42,20,February,2,2014-02
2053,SO - 0001007,17-02-2014,Bath Group,Distributor,Product 25,8,1922.9,15383.2,865.305,WA,Snohomish County,Washington,West,48.05176,-122.17708,,6922.44,8460.76,55,February,2,2014-02
2054,SO - 0001237,17-02-2014,Valeant Corp,Wholesale,Product 17,11,5628,61908,4108.44,MO,St. Charles County,Missouri,Midwest,38.81061,-90.69985,,45192.84,16715.16,27,February,2,2014-02
2055,SO - 0002670,17-02-2014,Twitterbri Ltd,Wholesale,Product 4,12,3959.7,47516.4,2811.387,IN,Tippecanoe County,Indiana,Midwest,40.42871,-86.85277,,33736.644,13779.756,29,February,2,2014-02
2056,SO - 0002953,17-02-2014,Linklinks Ltd,Distributor,Product 5,5,1025.1,5125.5,697.068,CA,San Diego County,California,West,33.03699,-117.29198,,3485.34,1640.16,32,February,2,2014-02
2057,SO - 0004408,17-02-2014,Talane Group,Distributor,Product 3,7,1145.7,8019.9,836.361,TN,Hamilton County,Tennessee,South,35.04563,-85.30968,,5854.527,2165.373,27,February,2,2014-02
2058,SO - 0009142,17-02-2014,Aibox Company,Wholesale,Product 4,10,5835.7,58357,2509.351,CA,Sacramento County,California,West,38.60336,-121.38005,,25093.51,33263.49,57,February,2,2014-02
2059,SO - 0009907,17-02-2014,Aimbo Corp,Wholesale,Product 4,7,3041.8,21292.6,2555.112,IL,Will County/DuPage County,Illinois,Midwest,41.69112,-88.10157,,17885.784,3406.816,16,February,2,2014-02
2060,SO - 0001983,17-02-2014,Kaymbo Company,Wholesale,Product 20,12,3537.6,42451.2,3006.96,CA,Stanislaus County,California,West,37.49466,-120.84659,,36083.52,6367.68,15,February,2,2014-02
2061,SO - 0002302,17-02-2014,GOOD Ltd,Export,Product 2,5,241.2,1206,110.952,CA,Orange County,California,West,33.64697,-117.68922,,554.76,651.24,54,February,2,2014-02
2062,SO - 0005648,17-02-2014,Rochester Group,Distributor,Product 5,6,2626.4,15758.4,1785.952,MI,Kalamazoo County,Michigan,Midwest,42.29171,-85.58723,,10715.712,5042.688,32,February,2,2014-02
2063,SO - 0006089,17-02-2014,Snaptags Ltd,Wholesale,Product 2,6,830.8,4984.8,589.868,WA,Benton County,Washington,West,46.28569,-119.28446,,3539.208,1445.592,29,February,2,2014-02
2064,SO - 0006516,17-02-2014,WOCKHARDT Group,Distributor,Product 2,6,1956.4,11738.4,1447.736,CA,Los Angeles County,California,West,33.83141,-118.28202,,8686.416,3051.984,26,February,2,2014-02
2065,SO - 0007242,17-02-2014,State Ltd,Wholesale,Product 26,12,1239.5,14874,805.675,CA,San Diego County,California,West,32.79477,-116.96253,,9668.1,5205.9,35,February,2,2014-02
2066,SO - 0010310,17-02-2014,Eidel Corp,Export,Product 26,7,5125.5,35878.5,3792.87,IL,Cook County,Illinois,Midwest,41.84559,-87.75394,,26550.09,9328.41,26,February,2,2014-02
2067,SO - 000503,17-02-2014,Livepath Corp,Wholesale,Product 18,12,964.8,11577.6,675.36,NE,Hall County,Nebraska,Midwest,40.92501,-98.34201,,8104.32,3473.28,30,February,2,2014-02
2068,SO - 0001422,17-02-2014,Skippad Ltd,Wholesale,Product 4,12,3604.6,43255.2,1838.346,OK,Garfield County,Oklahoma,South,36.39559,-97.87839,,22060.152,21195.048,49,February,2,2014-02
2069,SO - 0003373,17-02-2014,Browsebug Company,Wholesale,Product 5,12,5534.2,66410.4,4095.308,MA,Essex County,Massachusetts,Northeast,42.7762,-71.07728,,49143.696,17266.704,26,February,2,2014-02
2070,SO - 0003402,17-02-2014,Yodoo Ltd,Wholesale,Product 1,6,737,4422,412.72,CA,Merced County,California,West,37.30216,-120.48297,,2476.32,1945.68,44,February,2,2014-02
2071,SO - 0006851,17-02-2014,Walgreen Corp,Wholesale,Product 9,5,6425.3,32126.5,3662.421,CA,Riverside County,California,West,33.72835,-117.14642,,18312.105,13814.395,43,February,2,2014-02
2072,SO - 0007108,17-02-2014,Gabvine Ltd,Export,Product 23,7,1011.7,7081.9,819.477,IL,Sangamon County,Illinois,Midwest,39.79106,-89.64457,,5736.339,1345.561,19,February,2,2014-02
2073,SO - 0007322,17-02-2014,Snaptags Ltd,Wholesale,Product 1,5,4020,20100,3095.4,VA,Suffolk city,Virginia,South,36.72821,-76.58356,,15477,4623,23,February,2,2014-02
2074,SO - 0007675,17-02-2014,BB17 Company,Wholesale,Product 6,10,1132.3,11323,600.119,IN,Marion County,Indiana,Midwest,39.87632,-86.14291,,6001.19,5321.81,47,February,2,2014-02
2075,SO - 000218,17-02-2014,Valeant Corp,Distributor,Product 13,5,857.6,4288,514.56,MI,Ottawa County,Michigan,Midwest,42.90538,-85.8446,,2572.8,1715.2,40,February,2,2014-02
2076,SO - 000313,17-02-2014,NCS Group,Wholesale,Product 15,8,167.5,1340,123.95,OR,Benton County/Linn County,Oregon,West,44.62693,-123.09674,,991.6,348.4,26,February,2,2014-02
2077,SO - 000759,17-02-2014,Skidoo Company,Wholesale,Product 25,10,984.9,9849,541.695,NY,Rockland County,New York,Northeast,41.14077,-74.10498,,5416.95,4432.05,45,February,2,2014-02
2078,SO - 0004341,17-02-2014,Brainspher Ltd,Distributor,Product 25,6,3986.5,23919,3109.47,CT,New Haven County,Connecticut,Northeast,41.55815,-73.0515,,18656.82,5262.18,22,February,2,2014-02
2079,SO - 0004930,17-02-2014,Arbor Company,Wholesale,Product 19,12,1065.3,12783.6,894.852,CA,San Bernardino County,California,West,34.0739,-117.31365,,10738.224,2045.376,16,February,2,2014-02
2080,SO - 0007033,17-02-2014,Blogtags Ltd,Wholesale,Product 22,9,1045.2,9406.8,606.216,IL,Cook County/Kane County,Illinois,Midwest,42.06521,-88.153,,5455.944,3950.856,42,February,2,2014-02
2081,SO - 0007716,17-02-2014,Voonyx Group,Distributor,Product 20,10,2432.1,24321,1240.371,CA,Sacramento County,California,West,38.4088,-121.37162,,12403.71,11917.29,49,February,2,2014-02
2082,SO - 0008864,17-02-2014,Fatz Group,Wholesale,Product 6,11,6184.1,68025.1,3339.414,CA,Riverside County,California,West,33.72058,-116.21556,,36733.554,31291.546,46,February,2,2014-02
2083,SO - 0003482,17-02-2014,Aibox Company,Distributor,Product 13,11,1273,14003,954.75,IL,Kane County,Illinois,Midwest,41.94151,-88.321,,10502.25,3500.75,25,February,2,2014-02
2084,SO - 0003532,17-02-2014,Army Group,Wholesale,Product 14,8,268,2144,214.4,OH,Greene County/Montgomery County,Ohio,Midwest,39.69599,-84.15044,,1715.2,428.8,20,February,2,2014-02
2085,SO - 0005047,17-02-2014,Deseret Group,Wholesale,Product 13,5,5996.5,29982.5,4557.34,MD,Montgomery County,Maryland,South,39.14344,-77.20137,,22786.7,7195.8,24,February,2,2014-02
2086,SO - 0006397,17-02-2014,Shuffledri Group,Wholesale,Product 6,6,2324.9,13949.4,1534.434,CA,Sacramento County,California,West,38.4088,-121.37162,,9206.604,4742.796,34,February,2,2014-02
2087,SO - 0006910,17-02-2014,Talane Group,Wholesale,Product 16,12,1005,12060,824.1,IL,Cook County/Kane County,Illinois,Midwest,42.03964,-88.32171,,9889.2,2170.8,18,February,2,2014-02
2088,SO - 0010542,17-02-2014,Quimm Company,Wholesale,Product 19,12,5540.9,66490.8,2659.632,MA,Suffolk County,Massachusetts,Northeast,42.40843,-71.01199,,31915.584,34575.216,52,February,2,2014-02
2089,SO - 0008555,17-02-2014,Fatz Group,Wholesale,Product 19,11,3999.9,43998.9,2799.93,MI,Oakland County,Michigan,Midwest,42.66198,-83.38792,,30799.23,13199.67,30,February,2,2014-02
2090,SO - 000432,17-02-2014,Actavis Company,Distributor,Product 19,6,938,5628,450.24,CA,Los Angeles County,California,West,33.97612,-117.90534,,2701.44,2926.56,52,February,2,2014-02
2091,SO - 0003108,17-02-2014,Cantrell Company,Export,Product 2,6,1125.6,6753.6,529.032,OH,Clark County,Ohio,Midwest,39.92423,-83.80882,,3174.192,3579.408,53,February,2,2014-02
2092,SO - 0004294,17-02-2014,Voolia Ltd,Distributor,Product 6,11,3872.6,42598.6,2633.368,NJ,Essex County,New Jersey,Northeast,40.72386,-74.23252,,28967.048,13631.552,32,February,2,2014-02
2093,SO - 0006767,17-02-2014,Oozz Group,Distributor,Product 16,10,1983.2,19832,1269.248,MN,Hennepin County,Minnesota,Midwest,44.9133,-93.50329,,12692.48,7139.52,36,February,2,2014-02
2094,SO - 0007678,17-02-2014,NARS Group,Wholesale,Product 4,6,1072,6432,857.6,CA,Los Angeles County,California,West,33.85363,-118.13396,,5145.6,1286.4,20,February,2,2014-02
2095,SO - 0007766,17-02-2014,Flipstorm Group,Wholesale,Product 6,11,1139,12529,865.64,CA,Los Angeles County,California,West,33.97918,-118.03284,,9522.04,3006.96,24,February,2,2014-02
2096,SO - 0009460,17-02-2014,Cadila Ltd,Wholesale,Product 13,10,2800.6,28006,1316.282,TX,Martin County/Midland County,Texas,South,32.02464,-102.11347,,13162.82,14843.18,53,February,2,2014-02
2097,SO - 0008288,17-02-2014,Rochester Group,Export,Product 21,8,857.6,6860.8,660.352,OH,Butler County,Ohio,Midwest,39.34021,-84.41716,,5282.816,1577.984,23,February,2,2014-02
2098,SO - 0010174,17-02-2014,Dynazzy Company,Distributor,Product 16,9,3584.5,32260.5,2831.755,IL,Cook County,Illinois,Midwest,41.69043,-87.74383,,25485.795,6774.705,21,February,2,2014-02
2099,SO - 000784,18-02-2014,Fatz Group,Export,Product 9,11,194.3,2137.3,110.751,OR,Jackson County,Oregon,West,42.32652,-122.87559,,1218.261,919.039,43,February,2,2014-02
2100,SO - 0004754,18-02-2014,Zava Group,Wholesale,Product 5,8,6304.7,50437.6,5106.807,GA,Chatham County,Georgia,South,32.08354,-81.09983,,40854.456,9583.144,19,February,2,2014-02
2101,SO - 0005111,18-02-2014,Browsetype Corp,Export,Product 17,6,5862.5,35175,2872.625,TX,Harrison County/Gregg County,Texas,South,32.51934,-94.76459,,17235.75,17939.25,51,February,2,2014-02
2102,SO - 0005435,18-02-2014,Cogidoo Company,Wholesale,Product 1,5,3370.1,16850.5,2527.575,VA,Suffolk city,Virginia,South,36.72821,-76.58356,,12637.875,4212.625,25,February,2,2014-02
2103,SO - 0005697,18-02-2014,Linklinks Ltd,Distributor,Product 26,10,1983.2,19832,1189.92,CO,Jefferson County/Adams County,Colorado,West,39.88219,-105.06443,,11899.2,7932.8,40,February,2,2014-02
2104,SO - 0008788,18-02-2014,Kare Corp,Distributor,Product 29,9,743.7,6693.3,632.145,ND,Cass County,North Dakota,Midwest,46.87719,-96.7898,,5689.305,1003.995,15,February,2,2014-02
2105,SO - 0010761,18-02-2014,Realbridge Corp,Wholesale,Product 19,10,891.1,8911,623.77,IL,Lake County,Illinois,Midwest,42.36363,-87.84479,,6237.7,2673.3,30,February,2,2014-02
2106,SO - 000442,18-02-2014,Nexus Group,Export,Product 21,12,3832.4,45988.8,3104.244,AZ,Maricopa County,Arizona,West,33.44838,-112.07404,,37250.928,8737.872,19,February,2,2014-02
2107,SO - 0005586,18-02-2014,Flipbug Ltd,Wholesale,Product 25,6,268,1608,209.04,VA,Harrisonburg city,Virginia,South,38.44957,-78.86892,,1254.24,353.76,22,February,2,2014-02
2108,SO - 0006757,18-02-2014,Mita Corp,Distributor,Product 14,6,3819,22914,2864.25,AZ,Yuma County,Arizona,West,32.72532,-114.6244,,17185.5,5728.5,25,February,2,2014-02
2109,SO - 0001641,18-02-2014,Kazu Corp,Export,Product 20,6,1038.5,6231,685.41,CA,San Mateo County,California,West,37.56299,-122.32553,,4112.46,2118.54,34,February,2,2014-02
2110,SO - 0001719,18-02-2014,CARDINAL Group,Export,Product 14,9,3865.9,34793.1,2860.766,NJ,Passaic County,New Jersey,Northeast,40.91677,-74.17181,,25746.894,9046.206,26,February,2,2014-02
2111,SO - 0001963,18-02-2014,Bluezoom Group,Wholesale,Product 18,7,2003.3,14023.1,1482.442,NJ,Essex County,New Jersey,Northeast,40.72386,-74.23252,,10377.094,3646.006,26,February,2,2014-02
2112,SO - 0002746,18-02-2014,Walgreen Corp,Distributor,Product 17,10,167.5,1675,82.075,NY,Suffolk County,New York,Northeast,40.85745,-72.95984,,820.75,854.25,51,February,2,2014-02
2113,SO - 0003042,18-02-2014,The Ltd,Distributor,Product 1,10,3035.1,30351,2215.623,IN,Marion County,Indiana,Midwest,39.87632,-86.14291,,22156.23,8194.77,27,February,2,2014-02
2114,SO - 0003736,18-02-2014,Realpoint Corp,Wholesale,Product 3,12,207.7,2492.4,89.311,MO,Christian County/Greene County,Missouri,Midwest,37.19415,-93.2913,,1071.732,1420.668,57,February,2,2014-02
2115,SO - 0009152,18-02-2014,Internatio Company,Distributor,Product 25,9,1065.3,9587.7,521.997,FL,Miami-Dade County,Florida,South,25.77427,-80.19366,,4697.973,4889.727,51,February,2,2014-02
2116,SO - 000522,18-02-2014,Arbor Company,Wholesale,Product 26,8,1125.6,9004.8,731.64,PA,Philadelphia County,Pennsylvania,Northeast,39.95234,-75.16379,,5853.12,3151.68,35,February,2,2014-02
2117,SO - 000669,18-02-2014,Yodoo Ltd,Export,Product 2,10,1708.5,17085,1213.035,MI,Wayne County,Michigan,Midwest,42.3242,-83.40021,,12130.35,4954.65,29,February,2,2014-02
2118,SO - 0004412,18-02-2014,Podcat Corp,Distributor,Product 26,9,1065.3,9587.7,607.221,IL,DuPage County,Illinois,Midwest,41.86614,-88.10701,,5464.989,4122.711,43,February,2,2014-02
2119,SO - 0004533,18-02-2014,Accudial Company,Wholesale,Product 26,8,1112.2,8897.6,856.394,NY,Kings County,New York,Northeast,40.62472,-73.95222,,6851.152,2046.448,23,February,2,2014-02
2120,SO - 0004654,18-02-2014,Jayo Company,Wholesale,Product 5,12,194.3,2331.6,128.238,CA,Riverside County,California,West,33.74752,-116.97197,,1538.856,792.744,34,February,2,2014-02
2121,SO - 0007143,18-02-2014,Centizu Company,Wholesale,Product 27,10,1025.1,10251,645.813,IL,Will County/DuPage County,Illinois,Midwest,41.74917,-88.16202,,6458.13,3792.87,37,February,2,2014-02
2122,SO - 0007758,18-02-2014,Realbridge Corp,Wholesale,Product 2,9,3088.7,27798.3,2192.977,GA,Fulton County/Cobb County,Georgia,South,34.03945,-84.35095,,19736.793,8061.507,29,February,2,2014-02
2123,SO - 0008898,18-02-2014,Realcube Company,Wholesale,Product 14,10,1011.7,10117,566.552,CT,Hartford County,Connecticut,Northeast,41.67176,-72.94927,,5665.52,4451.48,44,February,2,2014-02
2124,SO - 0010346,18-02-2014,Voolia Ltd,Export,Product 4,5,5708.4,28542,2283.36,CT,New Haven County,Connecticut,Northeast,41.30815,-72.92816,,11416.8,17125.2,60,February,2,2014-02
2125,SO - 0001677,18-02-2014,US Ltd,Export,Product 14,5,3839.1,19195.5,2764.152,CA,Riverside County,California,West,33.72224,-116.37446,,13820.76,5374.74,28,February,2,2014-02
2126,SO - 0002087,18-02-2014,SUPERVALU Ltd,Wholesale,Product 2,8,2398.6,19188.8,1319.23,TX,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,Texas,South,32.79333,-96.76651,,10553.84,8634.96,45,February,2,2014-02
2127,SO - 0003481,18-02-2014,Accord Group,Distributor,Product 6,9,1708.5,15376.5,1435.14,WI,Milwaukee County/Washington County/Waukesha County,Wisconsin,Midwest,43.06335,-87.9667,,12916.26,2460.24,16,February,2,2014-02
2128,SO - 0003829,18-02-2014,NARS Group,Wholesale,Product 16,5,951.4,4757,732.578,IL,Kane County,Illinois,Midwest,42.0261,-88.31822,,3662.89,1094.11,23,February,2,2014-02
2129,SO - 0004623,18-02-2014,Golden Corp,Distributor,Product 2,5,924.6,4623,564.006,NY,Erie County,New York,Northeast,42.98337,-78.87567,,2820.03,1802.97,39,February,2,2014-02
2130,SO - 0004897,18-02-2014,Neutrogena Ltd,Wholesale,Product 15,6,931.3,5587.8,596.032,AR,Benton County,Arkansas,South,36.33202,-94.11854,,3576.192,2011.608,36,February,2,2014-02
2131,SO - 0006011,18-02-2014,Topiczoom Corp,Wholesale,Product 14,6,3262.9,19577.4,1925.111,NY,Erie County,New York,Northeast,43.02033,-78.88032,,11550.666,8026.734,41,February,2,2014-02
2132,SO - 0007254,18-02-2014,Viva Ltd,Export,Product 21,9,1273,11457,814.72,NY,Kings County,New York,Northeast,40.62472,-73.95222,,7332.48,4124.52,36,February,2,2014-02
2133,SO - 0009461,18-02-2014,Accord Group,Wholesale,Product 3,6,4013.3,24079.8,2929.709,CA,Orange County,California,West,33.64113,-117.91867,,17578.254,6501.546,27,February,2,2014-02
2134,SO - 0010632,18-02-2014,Johnson Ltd,Distributor,Product 4,9,1045.2,9406.8,836.16,MD,Montgomery County,Maryland,South,38.98067,-77.10026,,7525.44,1881.36,20,February,2,2014-02
2135,SO - 0001596,18-02-2014,Aimbo Corp,Export,Product 9,7,254.6,1782.2,127.3,AZ,Mohave County,Arizona,West,34.4839,-114.32245,,891.1,891.1,50,February,2,2014-02
2136,SO - 0001823,18-02-2014,BB17 Company,Export,Product 25,5,2425.4,12127,1358.224,IL,Cook County,Illinois,Midwest,41.60127,-87.60032,,6791.12,5335.88,44,February,2,2014-02
2137,SO - 0002190,18-02-2014,Bluezoom Group,Export,Product 25,12,6083.6,73003.2,2555.112,ND,Grand Forks County,North Dakota,Midwest,47.92526,-97.03285,,30661.344,42341.856,58,February,2,2014-02
2138,SO - 0003617,18-02-2014,Realbridge Corp,Distributor,Product 19,11,1132.3,12455.3,679.38,NJ,Union County,New Jersey,Northeast,40.66399,-74.2107,,7473.18,4982.12,40,February,2,2014-02
2139,SO - 0004634,18-02-2014,Liberty Group,Distributor,Product 18,12,1936.3,23235.6,1568.403,CA,Santa Clara County,California,West,37.42827,-121.90662,,18820.836,4414.764,19,February,2,2014-02
2140,SO - 0009918,18-02-2014,sanofi-ave Group,Distributor,Product 1,12,1172.5,14070,621.425,CA,Orange County,California,West,33.86751,-117.99812,,7457.1,6612.9,47,February,2,2014-02
2141,SO - 0008503,18-02-2014,Eayo Company,Distributor,Product 14,11,3175.8,34933.8,2318.334,IN,Clark County,Indiana,Midwest,38.31459,-85.73894,,25501.674,9432.126,27,February,2,2014-02
2142,SO - 0009397,18-02-2014,Tambee Company,Wholesale,Product 15,10,2405.3,24053,1635.604,NJ,Middlesex County,New Jersey,Northeast,40.54564,-74.46082,,16356.04,7696.96,32,February,2,2014-02
2143,SO - 0001838,19-02-2014,Vimbo Company,Wholesale,Product 20,10,2566.1,25661,1950.236,TX,Jefferson County,Texas,South,30.08605,-94.10185,,19502.36,6158.64,24,February,2,2014-02
2144,SO - 0002093,19-02-2014,Zoomzone Corp,Export,Product 18,9,6391.8,57526.2,3323.736,NC,Forsyth County,North Carolina,South,36.09986,-80.24422,,29913.624,27612.576,48,February,2,2014-02
2145,SO - 0002691,19-02-2014,Linklinks Ltd,Distributor,Product 24,7,1031.8,7222.6,588.126,FL,Broward County,Florida,South,26.10037,-80.39977,,4116.882,3105.718,43,February,2,2014-02
2146,SO - 0004159,19-02-2014,Nexus Group,Wholesale,Product 9,6,194.3,1165.8,97.15,CO,Mesa County,Colorado,West,39.06387,-108.55065,,582.9,582.9,50,February,2,2014-02
2147,SO - 0005542,19-02-2014,Skyvu Group,Distributor,Product 30,8,1045.2,8361.6,710.736,CT,Hartford County,Connecticut,Northeast,41.78232,-72.61203,,5685.888,2675.712,32,February,2,2014-02
2148,SO - 0005551,19-02-2014,Wordtune Company,Distributor,Product 26,8,2499.1,19992.8,1774.361,TX,Williamson County,Texas,South,30.63269,-97.67723,,14194.888,5797.912,29,February,2,2014-02
2149,SO - 0006056,19-02-2014,Gabvine Ltd,Wholesale,Product 25,10,3075.3,30753,1722.168,TX,Tarrant County,Texas,South,32.73569,-97.10807,,17221.68,13531.32,44,February,2,2014-02
2150,SO - 0007390,19-02-2014,sanofi-ave Group,Wholesale,Product 3,9,3939.6,35456.4,2718.324,IL,DuPage County,Illinois,Midwest,41.94095,-88.20373,,24464.916,10991.484,31,February,2,2014-02
2151,SO - 0007647,19-02-2014,Oba Company,Wholesale,Product 14,8,984.9,7879.2,827.316,IN,Lake County,Indiana,Midwest,41.58337,-87.50004,,6618.528,1260.672,16,February,2,2014-02
2152,SO - 0007882,19-02-2014,Skidoo Company,Distributor,Product 25,6,931.3,5587.8,791.605,MI,Wayne County,Michigan,Midwest,42.3242,-83.40021,,4749.63,838.17,15,February,2,2014-02
2153,SO - 000608,19-02-2014,Chatterbri Ltd,Wholesale,Product 3,12,1025.1,12301.2,686.817,MI,Wayne County,Michigan,Midwest,42.36837,-83.35271,,8241.804,4059.396,33,February,2,2014-02
2154,SO - 0002748,19-02-2014,NARS Group,Wholesale,Product 13,6,174.2,1045.2,146.328,NY,Westchester County,New York,Northeast,41.03399,-73.76291,,877.968,167.232,16,February,2,2014-02
2155,SO - 0009285,19-02-2014,Golden Corp,Wholesale,Product 13,7,3798.9,26592.3,2583.252,FL,Manatee County,Florida,South,27.49893,-82.57482,,18082.764,8509.536,32,February,2,2014-02
2156,SO - 0001439,19-02-2014,Tagfeed Ltd,Distributor,Product 13,11,2633.1,28964.1,2080.149,FL,Brevard County,Florida,South,28.03446,-80.58866,,22881.639,6082.461,21,February,2,2014-02
2157,SO - 0004223,19-02-2014,Realpoint Corp,Wholesale,Product 14,8,1742,13936,1201.98,IL,Peoria County,Illinois,Midwest,40.69365,-89.58899,,9615.84,4320.16,31,February,2,2014-02
2158,SO - 0004281,19-02-2014,Zoonoodle Ltd,Distributor,Product 21,7,3932.9,27530.3,1769.805,LA,Jefferson Parish,Louisiana,South,29.99409,-90.24174,,12388.635,15141.665,55,February,2,2014-02
2159,SO - 0004674,19-02-2014,Fatz Group,Distributor,Product 22,5,5413.6,27068,2869.208,FL,Flagler County,Florida,South,29.58497,-81.20784,,14346.04,12721.96,47,February,2,2014-02
